"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-610 0.0438853674545785 3 72 "GO:0043409" "negative regulation of MAPK cascade" 0.146156878392991
163 0.498531134812949 4 115 "GO:0043410" "positive regulation of MAPK cascade" 0.703213901546946
-169 0.299595365311887 3 255 "GO:0043414;GO:0032259" "methylation" 0.520558887607443
-320 0.281416757877095 6 75 "GO:0043433" "negative regulation of DNA-binding transcription factor activity" 0.501109440193147
-418 0.0393169107264584 2 162 "GO:0043434;GO:1901652" "response to peptide" 0.135260813237038
-199 0.687149426549533 2 27 "GO:0043457" "regulation of cellular respiration" 0.831455996406328
-414 0.393212704951211 3 28 "GO:0043462" "regulation of ATP-dependent activity" 0.619247112594831
-220 0.415567571747113 2 91 "GO:0043467" "regulation of generation of precursor metabolites and energy" 0.634274848078022
536 0.277596242968804 1 27 "GO:0043473" "pigmentation" 0.495628051450318
-657 0.336901461968324 -1 14 "GO:0043486" "obsolete histone exchange" 0.563471386923853
-258 0.269334029536047 2 122 "GO:0043488;GO:0043487;GO:0061013" "regulation of mRNA catabolic process" 0.48650862079651
-1085 0.0423328097240707 5 23 "GO:0043491" "phosphatidylinositol 3-kinase/protein kinase B signal transduction" 0.142406718857674
-594 0.299745252392455 2 20 "GO:0043506" "regulation of JUN kinase activity" 0.520558887607443
-386 0.601409447044521 8 12 "GO:0043507" "positive regulation of JUN kinase activity" 0.779805357607233
-1137 0.0296909563986125 2 24 "GO:0043516" "regulation of DNA damage response, signal transduction by p53 class mediator" 0.108636362384512
-1741 0.0142613517279189 3 13 "GO:0043518" "negative regulation of DNA damage response, signal transduction by p53 class mediator" 0.0648927946597468
407 0.091767292578223 3 114 "GO:0043524;GO:0043523" "regulation of neuron apoptotic process" 0.242924121383978
442 0.369867470583101 7 27 "GO:0043525" "positive regulation of neuron apoptotic process" 0.59946360068414
80 0.875701381242797 2 25 "GO:0043535" "regulation of blood vessel endothelial cell migration" 0.931059213021931
-562 0.447017028386123 7 12 "GO:0043536" "positive regulation of blood vessel endothelial cell migration" 0.661980089795765
1146 0.121067613383547 2 12 "GO:0043537;GO:0010596" "negative regulation of endothelial cell migration" 0.292643977690004
1302 0.0231120397022066 6 20 "GO:0043542" "endothelial cell migration" 0.0909467602371501
-334 0.625649243970043 -1 14 "GO:0043552" "obsolete positive regulation of phosphatidylinositol 3-kinase activity" 0.796145369530245
1066 0.119345942581988 2 14 "GO:0043555" "regulation of translation in response to stress" 0.290586155548304
1158 0.152942365152689 2 10 "GO:0043558" "regulation of translational initiation in response to stress" 0.339011665828077
826 0.227500794869957 2 14 "GO:0043588" "skin development" 0.442655904908928
562 0.000202481678276012 3 296 "GO:0043603" "amide metabolic process" 0.00269068936654342
677 0.00256216117891036 3 132 "GO:0043604" "amide biosynthetic process" 0.0193320127369197
2233 0.000325756694458028 2 17 "GO:0043605" "amide catabolic process" 0.00399126665549263
577 0.233702274326325 2 28 "GO:0043618;GO:0043620" "regulation of DNA-templated transcription in response to stress" 0.44911388056406
-40 0.934641780776545 2 27 "GO:0043627" "response to estrogen" 0.965736246210504
323 0.675362176256848 3 11 "GO:0043647" "inositol phosphate metabolic process" 0.825348100977807
1359 1.11650127372462e-05 4 69 "GO:0043648" "dicarboxylic acid metabolic process" 0.000238573992169477
2290 0.00126941475021442 3 13 "GO:0043650" "dicarboxylic acid biosynthetic process" 0.0116515697519681
-283 0.701809351384988 2 12 "GO:0043652" "engulfment of apoptotic cell" 0.836471565171487
-925 0.0412688865315443 2 32 "GO:0043666" "regulation of phosphoprotein phosphatase activity" 0.13961112560165
707 0.241921609520039 3 18 "GO:0043949" "regulation of cAMP-mediated signaling" 0.457629333589252
1512 0.000133820259587613 2 42 "GO:0043954;GO:0034331" "cellular component maintenance" 0.00195319078337986
-1286 0.00152711370302063 2 40 "GO:0043966" "histone H3 acetylation" 0.0131155006455566
-1708 3.24141156065821e-07 2 59 "GO:0043967" "histone H4 acetylation" 1.09592535171115e-05
-1228 0.0145553239781202 2 26 "GO:0043968" "histone H2A acetylation" 0.0654891993988433
-787 0.26798965806397 3 13 "GO:0043982" "histone H4-K8 acetylation" 0.484959604802753
-1357 0.00949752795562915 3 24 "GO:0043984;GO:0043981" "histone H4-K16 acetylation" 0.0483825107397817
-901 0.0918897794588832 2 23 "GO:0044030" "regulation of DNA methylation" 0.243007525677898
901 6.33881755056731e-07 4 205 "GO:0044057" "regulation of system process" 2.06475386311772e-05
2081 0.00115581962922367 2 16 "GO:0044058" "regulation of digestive system process" 0.0108322604549348
2821 0.000135766403196323 5 12 "GO:0044062" "regulation of excretion" 0.00195691667435448
-1272 0.0733664690496728 6 13 "GO:0044070" "regulation of monoatomic anion transport" 0.20744759537934
-29 0.85832373888843 2 247 "GO:0044089" "positive regulation of cellular component biogenesis" 0.924848998024619
-174 0.206365826810234 3 359 "GO:0044092" "negative regulation of molecular function" 0.413505718987348
-1979 0.0145453648425215 2 10 "GO:0044154" "histone H3-K14 acetylation" 0.0654891993988433
323 0.177376804078115 3 116 "GO:0044242" "cellular lipid catabolic process" 0.375117532614921
546 0.0607312981873572 2 78 "GO:0044272" "sulfur compound biosynthetic process" 0.183114801871413
-221 0.755633508582324 4 13 "GO:0044273" "sulfur compound catabolic process" 0.865850322360956
383 0.0264447925509271 2 226 "GO:0044283" "small molecule biosynthetic process" 0.100475164869881
-1136 0.109859691492953 3 13 "GO:0044321" "response to leptin" 0.275009593231188
2382 0.00203907245847641 4 11 "GO:0044331" "cell-cell adhesion mediated by cadherin" 0.0161134986289659
139 0.795265684550669 2 23 "GO:0044344;GO:0071774" "cellular response to fibroblast growth factor stimulus" 0.888622339096443
-465 0.171380970656093 2 57 "GO:0044403" "biological process involved in symbiotic interaction" 0.365330065939684
1063 0.0969634421153372 6 16 "GO:0044539;GO:0140354" "lipid import into cell" 0.252180480905614
-444 0.516203852881005 3 14 "GO:0044550" "secondary metabolite biosynthetic process" 0.713401561976079
-248 0.726959083384789 4 13 "GO:0044648;GO:0097692" "histone H3-K4 monomethylation" 0.846982593679953
866 0.0400695783230309 5 37 "GO:0044743;GO:0065002;GO:0071806" "protein transmembrane transport" 0.136187396262108
-1680 1.27308137966657e-15 2 151 "GO:0044772;GO:0044770" "cell cycle phase transition" 1.30784629426516e-13
-1369 0.000161509565624977 7 50 "GO:0044773;GO:0044774" "mitotic DNA integrity checkpoint signaling" 0.00222367035971296
-465 0.547270120421865 2 11 "GO:0044804" "nucleophagy" 0.740074557299259
-1487 0.00371483647275597 2 25 "GO:0044818" "mitotic G2/M transition checkpoint" 0.0246851247264038
-25 0.968526036997703 2 17 "GO:0044827;GO:0044788" "modulation by host of viral process" 0.982082367365402
-261 0.693613511692635 6 15 "GO:0045010" "actin nucleation" 0.834523283662625
107 0.852524683545271 2 20 "GO:0045022;GO:0098927" "vesicle-mediated transport between endosomal compartments" 0.923395551398791
1415 0.0135433814780304 2 20 "GO:0045047;GO:0072599" "establishment of protein localization to endoplasmic reticulum" 0.0623696067721021
305 0.59504223630961 2 20 "GO:0045048" "protein insertion into ER membrane" 0.775674872222044
125 0.860637520123201 7 13 "GO:0045050" "protein insertion into ER membrane by stop-transfer membrane-anchor sequence" 0.924848998024619
999 0.000143448908976254 2 96 "GO:0045055" "regulated exocytosis" 0.00202725944907711
-72 0.843864147749671 2 49 "GO:0045056" "transcytosis" 0.918487053211342
299 0.712080743307566 2 10 "GO:0045071" "negative regulation of viral genome replication" 0.84157861299757
121 0.476502957604722 3 234 "GO:0045087;GO:0006955" "immune response" 0.686482955643049
207 0.240686204436816 5 215 "GO:0045088;GO:0002831" "regulation of response to biotic stimulus" 0.456637347083764
518 0.0521315853392742 2 93 "GO:0045089" "positive regulation of innate immune response" 0.164889712939151
878 0.199564439417088 4 14 "GO:0045104;GO:0045103" "intermediate filament cytoskeleton organization" 0.404735472804132
-630 0.341006632606058 5 15 "GO:0045124;GO:0046850;GO:0034103" "regulation of tissue remodeling" 0.568912377071069
1624 0.0222668425789587 5 13 "GO:0045161" "neuronal ion channel clustering" 0.0884291145801434
-1253 1.13309400623219e-06 2 100 "GO:0045165" "cell fate commitment" 3.21967456451721e-05
219 0.657755444748929 2 27 "GO:0045176" "apical protein localization" 0.81487235293339
759 0.016368038198448 3 66 "GO:0045185" "maintenance of protein location" 0.0710878537041538
2866 2.0699928117867e-06 2 18 "GO:0045187;GO:0042749" "regulation of circadian sleep/wake cycle, sleep" 5.3678872935415e-05
-1294 0.0207070094547072 3 21 "GO:0045190;GO:0002204;GO:0002312;GO:0002208" "B cell activation involved in immune response" 0.0838006397780651
704 0.120202922780357 5 32 "GO:0045197;GO:0035088;GO:0061245" "establishment or maintenance of apical/basal cell polarity" 0.29181130746792
738 0.281139141331634 2 14 "GO:0045199;GO:0035090" "maintenance of apical/basal cell polarity" 0.500949063707001
3304 1.50915179622331e-40 6 108 "GO:0045214" "sarcomere organization" 4.03094444771246e-37
859 0.00113766390828156 3 95 "GO:0045216" "cell-cell junction organization" 0.0106996489402114
433 0.541882223904587 6 13 "GO:0045217;GO:0034334" "cell-cell junction maintenance" 0.73740801621729
96 0.860084886111331 4 22 "GO:0045292" "mRNA cis splicing, via spliceosome" 0.924848998024619
-538 0.0143028724039528 2 138 "GO:0045321;GO:0001775" "cell activation" 0.0649710411410849
-538 0.313856196105282 2 23 "GO:0045324" "late endosome to vacuole transport" 0.537663854357599
1387 0.0111384903495482 6 22 "GO:0045332;GO:0034204;GO:0097035" "regulation of membrane lipid distribution" 0.0547543306849772
-85 0.868860199503334 2 25 "GO:0045428;GO:0080164" "regulation of nitric oxide metabolic process" 0.927990744645861
430 0.577805633333557 4 11 "GO:0045429;GO:1904407" "positive regulation of nitric oxide biosynthetic process" 0.761005348438822
-613 0.241307678425825 2 24 "GO:0045444" "fat cell differentiation" 0.457115467429347
-309 0.703071436180518 4 10 "GO:0045448" "mitotic cell cycle, embryonic" 0.837228625072744
-248 0.550837742882266 3 38 "GO:0045451;GO:0019094;GO:0007316;GO:0060811;GO:0060810" "intracellular mRNA localization involved in pattern specification process" 0.742699450398048
727 0.114236201262872 2 31 "GO:0045454" "cell redox homeostasis" 0.28226169618236
-98 0.848397475812637 2 25 "GO:0045467" "R7 cell development" 0.920044522085081
-710 0.0175587367011145 2 74 "GO:0045471" "response to ethanol" 0.0744434694105982
-517 0.484057583958517 2 12 "GO:0045472;GO:0071362" "response to ether" 0.692510876675522
-153 0.77959333184747 3 22 "GO:0045475" "locomotor rhythm" 0.879299088063382
-1276 0.0724826562236323 2 13 "GO:0045476" "nurse cell apoptotic process" 0.206178034902366
211 0.775103075907 2 12 "GO:0045478;GO:0030723" "fusome organization" 0.877139527246086
904 0.0240709558665321 2 41 "GO:0045494" "photoreceptor cell maintenance" 0.0931790190137786
-1339 0.0428563181920827 4 15 "GO:0045500;GO:0007465" "sevenless signaling pathway" 0.143805560164639
313 0.647197390665192 5 14 "GO:0045570" "regulation of imaginal disc growth" 0.808164670624931
-829 0.15833253064821 5 19 "GO:0045577" "regulation of B cell differentiation" 0.347498923057822
-1077 0.145342220674256 3 12 "GO:0045579" "positive regulation of B cell differentiation" 0.327602591916403
-621 0.0365206305761944 2 75 "GO:0045580;GO:0045619;GO:0050863" "regulation of T cell activation" 0.128689451542236
-946 0.0597703416297379 5 26 "GO:0045581;GO:0050868;GO:1903038;GO:0045620" "negative regulation of T cell activation" 0.181416571014807
-715 0.250088862578377 2 17 "GO:0045582" "positive regulation of T cell differentiation" 0.466143039834566
-424 0.00862396181670452 5 259 "GO:0045596" "negative regulation of cell differentiation" 0.0453437047488539
-152 0.292380874495843 2 326 "GO:0045597" "positive regulation of cell differentiation" 0.514989367154686
-82 0.801675178344751 5 62 "GO:0045598" "regulation of fat cell differentiation" 0.891753356622375
698 0.149590464130061 2 28 "GO:0045599" "negative regulation of fat cell differentiation" 0.333797936250119
-963 0.0396525390154991 3 30 "GO:0045600" "positive regulation of fat cell differentiation" 0.135590438268547
-976 0.116122001705577 5 17 "GO:0045604;GO:0045682" "regulation of epidermis development" 0.284291353396513
2757 0.000356182384673423 4 11 "GO:0045610" "regulation of hemocyte differentiation" 0.00424935343502202
-1649 0.0257130679608854 2 12 "GO:0045616" "regulation of keratinocyte differentiation" 0.0985335560139619
-883 0.0790054230503053 2 26 "GO:0045621" "positive regulation of lymphocyte differentiation" 0.217999467941493
-1700 0.00236226247281268 3 21 "GO:0045622;GO:0043370;GO:2000514" "regulation of CD4-positive, alpha-beta T cell activation" 0.0180237729834865
-1888 0.00430614801004879 5 15 "GO:0045623;GO:0043371;GO:0046639;GO:2000515;GO:0046636" "negative regulation of alpha-beta T cell activation" 0.0273200031706421
-2052 0.00387765790545858 2 13 "GO:0045629;GO:0002829;GO:0045628;GO:0002828" "regulation of type 2 immune response" 0.0252615225987314
-807 0.00426586446570059 2 83 "GO:0045637" "regulation of myeloid cell differentiation" 0.0271936133362441
-1142 0.0117343471214529 4 32 "GO:0045638" "negative regulation of myeloid cell differentiation" 0.0560687677305916
-823 0.0353983793704961 3 43 "GO:0045639" "positive regulation of myeloid cell differentiation" 0.125897564978156
-1042 0.0236069634891978 2 31 "GO:0045648;GO:0045646" "regulation of erythrocyte differentiation" 0.0923135556308462
91 0.901958850611203 6 12 "GO:0045652" "regulation of megakaryocyte differentiation" 0.945128320903304
-1357 0.0665142677626797 5 12 "GO:0045661" "regulation of myoblast differentiation" 0.195230339773755
1 0.996942079208683 2 102 "GO:0045664" "regulation of neuron differentiation" 0.998811813040657
-306 0.543082953974621 2 26 "GO:0045665" "negative regulation of neuron differentiation" 0.737830401864808
-998 0.0213314603687114 3 35 "GO:0045666" "positive regulation of neuron differentiation" 0.0860669647202842
-304 0.426592717063656 5 45 "GO:0045667" "regulation of osteoblast differentiation" 0.644473499591078
833 0.208138501261853 2 15 "GO:0045668" "negative regulation of osteoblast differentiation" 0.415499205433789
-97 0.887934201002171 3 14 "GO:0045669" "positive regulation of osteoblast differentiation" 0.937085815987811
-420 0.422149209548308 7 24 "GO:0045670" "regulation of osteoclast differentiation" 0.639932201307339
-465 0.547505550439287 2 11 "GO:0045672" "positive regulation of osteoclast differentiation" 0.740074557299259
-457 0.424798421245717 2 20 "GO:0045685" "regulation of glial cell differentiation" 0.642853588185445
-6 0.99435713916951 2 11 "GO:0045686" "negative regulation of glial cell differentiation" 0.99795674552837
-1084 0.142678709214304 7 12 "GO:0045717;GO:0045922" "negative regulation of fatty acid biosynthetic process" 0.325576228846725
1364 0.0651544839578403 2 12 "GO:0045721" "negative regulation of gluconeogenesis" 0.192508436561274
-900 0.173744831948606 2 15 "GO:0045722" "positive regulation of gluconeogenesis" 0.369778841541615
170 0.797607265183647 3 15 "GO:0045724" "positive regulation of cilium assembly" 0.890247865659908
322 0.125064704353051 3 151 "GO:0045727;GO:0034250" "positive regulation of amide metabolic process" 0.298455594482241
-206 0.375359571542996 2 123 "GO:0045732" "positive regulation of protein catabolic process" 0.60378766457987
-1974 0.00284741777181609 6 15 "GO:0045736;GO:1904030" "negative regulation of cyclin-dependent protein serine/threonine kinase activity" 0.0207997375531285
-954 0.00796226847474284 2 51 "GO:0045739" "positive regulation of DNA repair" 0.0425344381920763
-1599 0.012535562637654 2 16 "GO:0045740" "positive regulation of DNA replication" 0.0589480419105173
-226 0.659316028878748 2 25 "GO:0045742;GO:1901186" "positive regulation of ERBB signaling pathway" 0.816427034369558
-1126 0.0200683118034029 2 28 "GO:0045746" "negative regulation of Notch signaling pathway" 0.08233864950367
224 0.649226527039963 4 27 "GO:0045747" "positive regulation of Notch signaling pathway" 0.809941174088623
828 0.196128768518716 3 16 "GO:0045752;GO:0008592" "regulation of Toll signaling pathway" 0.401117871909258
1163 0.0694333867731712 4 16 "GO:0045762;GO:0031281;GO:0045761;GO:0051349;GO:0031279" "regulation of cyclase activity" 0.200710580163572
152 0.581741996863888 4 87 "GO:0045765;GO:1901342" "regulation of vasculature development" 0.764305397748866
-268 0.455159734972047 2 51 "GO:0045766;GO:1904018" "positive regulation of angiogenesis" 0.668405370616247
-803 0.160955085100831 3 20 "GO:0045773" "positive regulation of axon extension" 0.351234503516601
-1243 0.107368341743483 2 11 "GO:0045778" "positive regulation of ossification" 0.271266082593045
-961 0.213447374925073 2 11 "GO:0045780" "positive regulation of bone resorption" 0.423250139884833
512 0.0537984658165882 5 94 "GO:0045785" "positive regulation of cell adhesion" 0.168459205388168
-1097 1.10871036695885e-09 5 207 "GO:0045786;GO:0010948" "negative regulation of cell cycle" 5.10580239680532e-08
-486 0.477622399318169 2 14 "GO:0045792" "negative regulation of cell size" 0.686699495278485
-488 0.267489609570361 2 34 "GO:0045793" "positive regulation of cell size" 0.484382879432159
-571 0.344001447465804 2 18 "GO:0045806" "negative regulation of endocytosis" 0.571055230690592
-1363 0.000776137359124298 5 40 "GO:0045814" "negative regulation of gene expression, epigenetic" 0.00800410380780309
-415 0.575046773593205 3 12 "GO:0045815" "transcription initiation-coupled chromatin remodeling" 0.759995018440104
-449 0.579750587483933 3 10 "GO:0045820" "negative regulation of glycolytic process" 0.762063887386607
-410 0.579672743063309 2 12 "GO:0045821" "positive regulation of glycolytic process" 0.762063887386607
-666 0.10057805810249 2 40 "GO:0045824" "negative regulation of innate immune response" 0.258849683120342
-199 0.624251192330459 2 40 "GO:0045833" "negative regulation of lipid metabolic process" 0.794744964115661
1977 0.00279802029852594 4 15 "GO:0045838" "positive regulation of membrane potential" 0.020699890960884
-1991 8.22239419361979e-06 2 33 "GO:0045839;GO:0051784;GO:0033047" "negative regulation of nuclear division" 0.00018150425529883
232 0.664257908943104 8 23 "GO:0045842;GO:0045840;GO:1901970;GO:1902101;GO:0051785;GO:1905820" "positive regulation of nuclear division" 0.818750749786355
-465 0.0011883656156562 4 330 "GO:0045859;GO:0043549;GO:0051338" "regulation of transferase activity" 0.0110596674544171
-94 0.643579306915504 6 161 "GO:0045860;GO:0033674" "positive regulation of kinase activity" 0.80628533244433
37 0.88745675354404 3 99 "GO:0045861" "negative regulation of proteolysis" 0.937085815987811
-48 0.811089737527547 2 169 "GO:0045862" "positive regulation of proteolysis" 0.89744021911188
1370 0.108634925982782 6 9 "GO:0045874;GO:0045501" "regulation of sevenless signaling pathway" 0.272649566943277
362 0.360390097114827 3 42 "GO:0045879" "negative regulation of smoothened signaling pathway" 0.589829625853985
-314 0.516459643483088 3 28 "GO:0045880" "positive regulation of smoothened signaling pathway" 0.713401561976079
201 0.700327612685444 4 24 "GO:0045886;GO:0051964;GO:1904397;GO:1905809" "negative regulation of synapse assembly" 0.836335121159379
-81 0.865545402870561 2 29 "GO:0045887;GO:1904398" "positive regulation of neuromuscular junction development" 0.926982118352319
-646 0.362869259368427 3 13 "GO:0045898" "regulation of RNA polymerase II transcription preinitiation complex assembly" 0.592152038507783
-1253 0.0217927147784823 2 22 "GO:0045910" "negative regulation of DNA recombination" 0.087399911671661
-1143 0.00751754592057641 2 36 "GO:0045911;GO:2000781" "positive regulation of DNA recombination" 0.0405643740482012
-310 0.494289884508776 2 32 "GO:0045912" "negative regulation of carbohydrate metabolic process" 0.701140882380744
-209 0.620354253986729 2 37 "GO:0045913" "positive regulation of carbohydrate metabolic process" 0.791292365042289
700 0.101347090337393 2 36 "GO:0045921" "positive regulation of exocytosis" 0.260036578569814
-117 0.869336042969154 6 13 "GO:0045923" "positive regulation of fatty acid metabolic process" 0.928056183361555
882 0.168261787301861 5 16 "GO:0045924;GO:0060180" "female mating behavior" 0.360985730026724
145 0.494086860659154 2 148 "GO:0045926" "negative regulation of growth" 0.701140882380744
-337 0.125257255852713 4 138 "GO:0045927;GO:0048639" "positive regulation of growth" 0.298455594482241
1623 0.0355725124978126 3 11 "GO:0045933" "positive regulation of muscle contraction" 0.126180851104459
-482 0.00885800976532779 3 198 "GO:0045936;GO:0010563;GO:0001933;GO:0042326" "negative regulation of phosphate metabolic process" 0.0461203588366287
779 0.292217069168553 2 12 "GO:0045943" "positive regulation of transcription by RNA polymerase I" 0.514989367154686
614 0.406010191351315 2 12 "GO:0045947" "negative regulation of translational initiation" 0.628249852778579
-324 0.519431024181438 7 26 "GO:0045948" "positive regulation of translational initiation" 0.715523602675926
90 0.799403934280452 4 53 "GO:0045995" "regulation of embryonic development" 0.890783441161071
1325 0.011345434349557 2 24 "GO:0046033" "AMP metabolic process" 0.0550975548139395
1527 2.59519197447537e-05 2 50 "GO:0046034" "ATP metabolic process" 0.000495125554558837
-691 0.393505880184449 2 10 "GO:0046037" "GMP metabolic process" 0.619247112594831
907 0.113601427645939 2 20 "GO:0046039" "GTP metabolic process" 0.28095316040954
2717 0.000131308351401324 2 13 "GO:0046058" "cAMP metabolic process" 0.00193629997906307
-648 0.296881420296793 4 17 "GO:0046112" "nucleobase biosynthetic process" 0.518281224583486
285 0.688015610101005 5 13 "GO:0046128;GO:0009119;GO:0042278" "ribonucleoside metabolic process" 0.831910228420002
-294 0.509786767398865 2 33 "GO:0046148" "pigment biosynthetic process" 0.708449768846185
52 0.946432679795045 2 11 "GO:0046164" "alcohol catabolic process" 0.971538845479078
525 0.315329728791079 5 24 "GO:0046173" "polyol biosynthetic process" 0.538864814843872
334 0.613193881651271 2 15 "GO:0046189" "phenol-containing compound biosynthetic process" 0.787423489370454
121 0.875983452760806 3 11 "GO:0046320" "regulation of fatty acid oxidation" 0.931059213021931
186 0.691403565001128 5 30 "GO:0046324;GO:0010827" "regulation of glucose transmembrane transport" 0.834495671991872
519 0.342467226617879 4 22 "GO:0046326;GO:0010828" "positive regulation of glucose transmembrane transport" 0.569570337668963
35 0.900275114359529 2 87 "GO:0046328;GO:0032872;GO:0070302" "regulation of stress-activated protein kinase signaling cascade" 0.944662959974092
-1268 0.0134161310396947 4 25 "GO:0046329;GO:0032873;GO:0070303" "negative regulation of stress-activated protein kinase signaling cascade" 0.0619973806349906
179 0.62882764823865 3 48 "GO:0046330;GO:0032874;GO:0070304" "positive regulation of stress-activated protein kinase signaling cascade" 0.797254482497532
486 0.38506488140222 6 21 "GO:0046337" "phosphatidylethanolamine metabolic process" 0.613302503414031
-961 0.0514278800435416 5 27 "GO:0046339" "diacylglycerol metabolic process" 0.16411453715209
771 0.000541573929937232 4 134 "GO:0046394;GO:0016053" "organic acid biosynthetic process" 0.00602726652859311
1025 4.81465082599345e-09 2 219 "GO:0046395;GO:0016054;GO:0044282" "small molecule catabolic process" 2.04125910416325e-07
-962 0.085284362183917 2 21 "GO:0046425;GO:1904892" "regulation of receptor signaling pathway via JAK-STAT" 0.230984177444509
-1239 0.108712762558813 3 11 "GO:0046426;GO:1904893" "negative regulation of receptor signaling pathway via STAT" 0.272649566943277
-22 0.937917175940663 2 81 "GO:0046434" "organophosphate catabolic process" 0.967997209017585
594 0.421484322139795 3 12 "GO:0046456" "icosanoid biosynthetic process" 0.639927415010819
-773 0.259131386406205 2 14 "GO:0046462;GO:0046464;GO:0046461" "monoacylglycerol metabolic process" 0.475044566294422
186 0.700819565665037 4 28 "GO:0046466;GO:0030149" "membrane lipid catabolic process" 0.836335121159379
-337 0.313734266594556 3 59 "GO:0046467;GO:0030148" "membrane lipid biosynthetic process" 0.537663854357599
-176 0.631316933395547 2 49 "GO:0046470" "phosphatidylcholine metabolic process" 0.799027007764623
-193 0.695144872391434 5 27 "GO:0046471" "phosphatidylglycerol metabolic process" 0.835237046404642
-230 0.681011211135406 2 21 "GO:0046473" "phosphatidic acid metabolic process" 0.828803122641127
-586 0.00643329258385074 2 144 "GO:0046474;GO:0008654;GO:0045017" "phospholipid biosynthetic process" 0.036795127390718
-1143 0.0230363517721675 4 26 "GO:0046475;GO:0046503" "glycerolipid catabolic process" 0.0908864041114614
-566 0.0369667026084709 2 90 "GO:0046488" "phosphatidylinositol metabolic process" 0.129918503509508
797 0.0370973041479258 5 45 "GO:0046496;GO:0019362;GO:0072524" "pyridine-containing compound metabolic process" 0.130206175268213
-1 0.998499985846694 4 26 "GO:0046513" "ceramide biosynthetic process" 0.999428656769759
1390 0.0503732066635215 2 13 "GO:0046514" "ceramide catabolic process" 0.161714945911377
161 0.714385062619 2 34 "GO:0046532;GO:0045676;GO:0110116" "regulation of photoreceptor cell differentiation" 0.842688533446132
-627 0.0114408470864647 4 108 "GO:0046578;GO:0051056" "regulation of small GTPase mediated signal transduction" 0.0553596061013537
-869 0.0780114183427552 5 27 "GO:0046579;GO:0051057" "positive regulation of small GTPase mediated signal transduction" 0.216149894599065
-227 0.692378549049244 4 20 "GO:0046580;GO:0051058" "negative regulation of Ras protein signal transduction" 0.834523283662625
-2612 0.00013627349360911 2 14 "GO:0046599" "regulation of centriole replication" 0.00195691667435448
-370 0.318322191468057 2 48 "GO:0046620" "regulation of organ growth" 0.543283433489572
138 0.815046611510007 2 19 "GO:0046621" "negative regulation of organ growth" 0.898839595104554
-195 0.715543838957629 2 23 "GO:0046622" "positive regulation of organ growth" 0.842688533446132
12 0.97154842778905 3 57 "GO:0046626;GO:1900076" "regulation of insulin receptor signaling pathway" 0.9830361102527
203 0.674966733796966 5 28 "GO:0046627;GO:1900077" "negative regulation of cellular response to insulin stimulus" 0.825348100977807
-623 0.253958049943785 4 22 "GO:0046628;GO:1900078" "positive regulation of cellular response to insulin stimulus" 0.469208656489965
-1452 0.00228120854848329 3 29 "GO:0046637;GO:0046634" "regulation of alpha-beta T cell differentiation" 0.0176101388236961
-335 0.227542702148992 3 86 "GO:0046649" "lymphocyte activation" 0.442655904908928
849 0.199303873001079 4 15 "GO:0046651;GO:0032943;GO:0070661" "leukocyte proliferation" 0.404514167770427
776 0.293823066074724 4 12 "GO:0046664" "dorsal closure, amnioserosa morphology change" 0.516586127067208
528 0.514703576345838 5 10 "GO:0046667;GO:0046666" "compound eye retinal cell programmed cell death" 0.712687015251287
244 0.752438080471201 2 11 "GO:0046676" "negative regulation of insulin secretion" 0.863479957391649
-461 0.458317090311099 2 17 "GO:0046677" "response to antibiotic" 0.670178079330843
-284 0.495361317771664 4 38 "GO:0046686" "response to cadmium ion" 0.702189696611425
943 0.129097177900369 3 17 "GO:0046716" "muscle cell cellular homeostasis" 0.304346122313616
746 0.204497384856438 5 19 "GO:0046717;GO:0070293;GO:0003096" "renal absorption" 0.410686101467328
603 0.014541729039151 6 109 "GO:0046777" "protein autophosphorylation" 0.0654891993988433
117 0.702618966175579 3 70 "GO:0046822" "regulation of nucleocytoplasmic transport" 0.837063005644501
463 0.356688264169502 2 26 "GO:0046823" "negative regulation of nucleocytoplasmic transport" 0.584846134804628
-596 0.218615438172496 2 28 "GO:0046824;GO:0042307" "positive regulation of nucleocytoplasmic transport" 0.430620822535942
-1448 0.0738628970145541 7 10 "GO:0046825" "regulation of protein export from nucleus" 0.208109491482989
801 0.299607257959244 2 11 "GO:0046831;GO:0032239" "regulation of RNA export from nucleus" 0.520558887607443
-680 0.0693382761136548 3 47 "GO:0046843" "dorsal appendage formation" 0.200652801191302
1921 0.00683692551244207 5 13 "GO:0046847" "filopodium assembly" 0.0383643446296907
-800 0.118634736387411 6 25 "GO:0046854" "phosphatidylinositol phosphate biosynthetic process" 0.289902830123171
-549 0.406302896549221 -1 15 "GO:0046855" "obsolete inositol phosphate dephosphorylation" 0.628249852778579
-1044 0.0506765231636011 5 23 "GO:0046856;GO:0046839" "phospholipid dephosphorylation" 0.162298553201413
987 0.135560275724902 5 15 "GO:0046879;GO:0009914" "hormone transport" 0.313219287596205
-82 0.802487805437756 2 61 "GO:0046887" "positive regulation of hormone secretion" 0.891987069631397
535 0.11925525274806 3 56 "GO:0046889;GO:0045834" "positive regulation of lipid metabolic process" 0.290586155548304
173 0.543930110657816 2 81 "GO:0046890" "regulation of lipid biosynthetic process" 0.738139119129149
305 0.52911131408661 2 28 "GO:0046902;GO:0090559" "regulation of membrane permeability" 0.723633548348866
